post_id,data,hora,formato,pilar,fase,semana,tema,gancho,legenda,cta,hashtags,direcao_visual,midia,status,ig_media_id,publicado_em,erro
2026-09-10-carrossel,2026-09-10,19:30,carrossel,Venda direta honesta,Aquecimento e autoridade,Semana 4,Antes de comprar: para quem esse guia serve e para quem não serve,Antes de comprar: para quem esse guia serve e para quem não serve,"O Guia Do Zero ao Real não promete renda automática. Ele entrega organização.

Tema de hoje: Antes de comprar: para quem esse guia serve e para quem não serve.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,Slide 1: título forte com fundo verde-noturno e palavra REAL em lima. Slides 2-6: um ponto por slide. Último slide: CTA para ver o guia no link da bio.,2026-09-10-carrossel/2026-09-10-carrossel-1.jpg;2026-09-10-carrossel/2026-09-10-carrossel-2.jpg;2026-09-10-carrossel/2026-09-10-carrossel-3.jpg;2026-09-10-carrossel/2026-09-10-carrossel-4.jpg;2026-09-10-carrossel/2026-09-10-carrossel-5.jpg;2026-09-10-carrossel/2026-09-10-carrossel-6.jpg,pendente,,,
2026-09-11-reels,2026-09-11,20:15,reels,Educativo,Aquecimento e autoridade,Semana 4,Como pensar em oferta sem prometer resultado impossível,Como pensar em oferta sem prometer resultado impossível,"O problema não é só falta de vontade. Muitas vezes é falta de ordem.

Tema de hoje: Como pensar em oferta sem prometer resultado impossível.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Tela gravada mostrando checklist/rotina, com legendas grandes e ritmo rápido. Encerrar com CTA na bio.",2026-09-11-reels/2026-09-11-reels-1.mp4,pendente,,,
2026-09-12-stories,2026-09-12,12:30,stories,Jornada,Aquecimento e autoridade,Semana 4,Por que documentar o processo ajuda mais do que fingir perfeição,Por que documentar o processo ajuda mais do que fingir perfeição,"O começo não precisa ser impressionante. Precisa existir.

Tema de hoje: Por que documentar o processo ajuda mais do que fingir perfeição.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Antes/depois conceitual: ""antes: perdido / depois: com checklist"". CTA discreto.",2026-09-12-stories/2026-09-12-stories-1.jpg,pendente,,,
2026-09-13-estatico,2026-09-13,19:00,estatico,Conexão,Aquecimento e autoridade,Semana 4,O começo parece feio porque ainda é começo,O começo parece feio porque ainda é começo,"Se você está tentando começar e sente que está atrasado, respira.

Tema de hoje: O começo parece feio porque ainda é começo.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Imagem única com frase forte central, logo discreta e CTA na legenda.",2026-09-13-estatico/2026-09-13-estatico-1.jpg,pendente,,,
2026-09-14-carrossel,2026-09-14,19:30,carrossel,Bastidores / prova honesta,Aquecimento e autoridade,Semana 5,Como transformei dúvidas comuns em capítulos práticos,Como transformei dúvidas comuns em capítulos práticos,"Por trás do guia existe uma escolha simples: clareza antes de hype.

Tema de hoje: Como transformei dúvidas comuns em capítulos práticos.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: pergunta direta. Slides seguintes: resposta em passos curtos. Último slide: ""salva para fazer depois"".",2026-09-14-carrossel/2026-09-14-carrossel-1.jpg;2026-09-14-carrossel/2026-09-14-carrossel-2.jpg;2026-09-14-carrossel/2026-09-14-carrossel-3.jpg;2026-09-14-carrossel/2026-09-14-carrossel-4.jpg;2026-09-14-carrossel/2026-09-14-carrossel-5.jpg;2026-09-14-carrossel/2026-09-14-carrossel-6.jpg,pendente,,,
2026-09-15-reels,2026-09-15,20:15,reels,Venda direta honesta,Aquecimento e autoridade,Semana 5,"O guia não faz por você, mas te mostra o caminho com ordem","O guia não faz por você, mas te mostra o caminho com ordem","A proposta é simples: um mapa prático para quem está começando sem nada.

Tema de hoje: O guia não faz por você, mas te mostra o caminho com ordem.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Reels silencioso com frases em tela e música tendência. 5 cenas, 2 segundos cada.",2026-09-15-reels/2026-09-15-reels-1.mp4,pendente,,,
2026-09-16-stories,2026-09-16,12:30,stories,Educativo,Lançamento do guia,Semana 5,O básico de copywriting para quem está começando do zero,O básico de copywriting para quem está começando do zero,"Começar do zero fica mais difícil quando você tenta aprender tudo ao mesmo tempo.

Tema de hoje: O básico de copywriting para quem está começando do zero.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Sequência de 3 stories: 1) pergunta/enquete, 2) dica curta, 3) CTA para link da bio/check-out.",2026-09-16-stories/2026-09-16-stories-1.jpg,pendente,,,
2026-09-17-estatico,2026-09-17,19:00,estatico,Jornada,Lançamento do guia,Semana 5,Bastidor real: fazer simples para conseguir terminar,Bastidor real: fazer simples para conseguir terminar,"Nem todo bastidor é bonito, mas é nele que o negócio começa a ficar real.

Tema de hoje: Bastidor real: fazer simples para conseguir terminar.

Não é sobre fingir que está tudo pronto. É sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de começar pequeno é que você consegue corrigir rápido, sem depender de equipe, estúdio ou orçamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se você também está começando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se você também está começando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Card simples: título, subtítulo e elemento visual lima. Visual limpo, sem poluição.",2026-09-17-estatico/2026-09-17-estatico-1.jpg,pendente,,,
2026-09-18-carrossel,2026-09-18,19:30,carrossel,Conexão,Lançamento do guia,Semana 5,Faceless não é se esconder; é escolher um formato possível,Faceless não é se esconder; é escolher um formato possível,"Você não precisa parecer expert para dar o primeiro passo com honestidade.

Tema de hoje: Faceless não é se esconder; é escolher um formato possível.

Se o seu ponto de partida parece ruim, isso não te elimina. Só define qual é o próximo passo.

Você pode começar sem aparecer, sem equipamento caro e sem discurso de guru.

O que não dá é esperar coragem infinita para fazer a primeira publicação.

Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se você quer começar do jeito possível, não do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: ""antes de começar..."" Slides 2-5: erros/ajustes. Último slide: convite para o guia.",2026-09-18-carrossel/2026-09-18-carrossel-1.jpg;2026-09-18-carrossel/2026-09-18-carrossel-2.jpg;2026-09-18-carrossel/2026-09-18-carrossel-3.jpg;2026-09-18-carrossel/2026-09-18-carrossel-4.jpg;2026-09-18-carrossel/2026-09-18-carrossel-5.jpg;2026-09-18-carrossel/2026-09-18-carrossel-6.jpg,pendente,,,
2026-09-19-reels,2026-09-19,20:15,reels,Bastidores / prova honesta,Lançamento do guia,Semana 5,"Por que a garantia existe, mas o esforço continua sendo seu","Por que a garantia existe, mas o esforço continua sendo seu","Um bastidor importante: esse projeto não usa promessa de resultado garantido.

Tema de hoje: Por que a garantia existe, mas o esforço continua sendo seu.

O conteúdo foi pensado para ensinar a estrutura: plataformas, conteúdo faceless, copy, organização e checklist de ação.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia é ser útil sem vender ilusão.

Isso deixa a promessa menor — e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real está no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Vídeo faceless com texto na tela, cortes rápidos e b-roll simples de computador/celular. Sem aparecer. Narrativa opcional ou áudio em alta baixo.",2026-09-19-reels/2026-09-19-reels-1.mp4,pendente,,,
2026-09-20-stories,2026-09-20,12:30,stories,Venda direta honesta,Lançamento do guia,Semana 5,7 dias de garantia para você olhar com calma,7 dias de garantia para você olhar com calma,"Se você quer começar, mas sempre trava na próxima etapa, esse guia pode te ajudar.

Tema de hoje: 7 dias de garantia para você olhar com calma.

Dentro dele você encontra fundamentos, cadastro em plataformas, conteúdo faceless, noções de copy e organização financeira básica.

Não é uma fórmula mágica. É um roteiro para parar de ficar perdido na primeira tela.

Você olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para começar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para começar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Story único com bastidor + caixa de pergunta: ""qual etapa mais te trava?"".",2026-09-20-stories/2026-09-20-stories-1.jpg,pendente,,,
2026-09-21-estatico,2026-09-21,19:00,estatico,Educativo,Lançamento do guia,Semana 6,Como montar uma rotina simples de produção de conteúdo,Como montar uma rotina simples de produção de conteúdo,"Antes de pensar em vender, você precisa entender o caminho básico.

Tema de hoje: Como montar uma rotina simples de produção de conteúdo.

Pensa nisso como uma escada: primeiro você entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando você pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui é fazer o simples bem feito: um produto claro, uma oferta honesta e conteúdo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Print/nota visual estilo checklist, com 3 bullets curtos.",2026-09-21-estatico/2026-09-21-estatico-1.jpg,pendente,,,
